"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr1",91052659,91053061,403,"*","AcH4K12_TSA_vs_Veh_peak_96",31,".",3.03888,6.83956,3.13847,"Promoter (<=1kb)",1,91053444,91128944,75501,1,"16978","ENSMUST00000068167.12",-383,"ENSMUSG00000026305","Lrrfip1","leucine rich repeat (in FLII) interacting protein 1"
"chr1",91192105,91192365,261,"*","AcH4K12_TSA_vs_Veh_peak_97",18,".",3.14141,5.06058,1.80814,"Intron (ENSMUST00000165855.7/51801, intron 1 of 2)",1,91180046,91225196,45151,1,"51801","ENSMUST00000097648.5",12059,"ENSMUSG00000034353","Ramp1","receptor (calcitonin) activity modifying protein 1"
"chr1",91250414,91250827,414,"*","AcH4K12_TSA_vs_Veh_peak_98",16,".",2.49534,4.8517,1.65603,"Promoter (<=1kb)",1,91250566,91285927,35362,1,"67921","ENSMUST00000171112.7",0,"ENSMUSG00000034343","Ube2f","ubiquitin-conjugating enzyme E2F (putative)"
"chr1",91412870,91413130,261,"*","AcH4K12_TSA_vs_Veh_peak_99",25,".",2.85701,6.08905,2.5596,"Promoter (<=1kb)",1,91411483,91413208,1726,2,"55927","ENSMUST00000132188.7",78,"ENSMUSG00000067071","Hes6","hairy and enhancer of split 6"
"chr1",91414146,91414516,371,"*","AcH4K12_TSA_vs_Veh_peak_100",40,".",3.93401,8.04457,4.05791,"Promoter (<=1kb)",1,91412348,91414038,1691,2,"55927","ENSMUST00000150520.1",-108,"ENSMUSG00000067071","Hes6","hairy and enhancer of split 6"
"chr1",91540867,91541412,546,"*","AcH4K12_TSA_vs_Veh_peak_101",36,".",3.9407,7.46089,3.61466,"Promoter (<=1kb)",1,91541080,91552779,11700,1,"65247","ENSMUST00000188081.6",0,"ENSMUSG00000026311","Asb1","ankyrin repeat and SOCS box-containing 1"
"chr1",92035376,92035693,318,"*","AcH4K12_TSA_vs_Veh_peak_102",15,".",3.0758,4.76604,1.59818,"Intron (ENSMUST00000097644.8/208727, intron 3 of 26)",1,91932958,92006855,73898,2,"208727","ENSMUST00000189303.6",-28521,"ENSMUSG00000026313","Hdac4","histone deacetylase 4"
"chr1",92830717,92831141,425,"*","AcH4K12_TSA_vs_Veh_peak_103",14,".",2.78595,4.59375,1.47261,"Promoter (<=1kb)",1,92831645,92860779,29135,1,"14733","ENSMUST00000045970.7",-504,"ENSMUSG00000034220","Gpc1","glypican 1"
"chr1",92831936,92832414,479,"*","AcH4K12_TSA_vs_Veh_peak_104",18,".",2.75543,5.11361,1.84557,"Promoter (<=1kb)",1,92831969,92835677,3709,1,"14733","ENSMUST00000191373.1",0,"ENSMUSG00000034220","Gpc1","glypican 1"
"chr1",92911513,92911878,366,"*","AcH4K12_TSA_vs_Veh_peak_105",20,".",2.76831,5.46291,2.09752,"Promoter (<=1kb)",1,92911209,92915933,4725,1,"108657","ENSMUST00000179993.1",304,"ENSMUSG00000026269","Rnpepl1","arginyl aminopeptidase (aminopeptidase B)-like 1"
"chr1",93176610,93176929,320,"*","AcH4K12_TSA_vs_Veh_peak_106",14,".",2.76221,4.49209,1.40109,"Intron (ENSMUST00000138595.2/381284, intron 1 of 31)",1,93168725,93231072,62348,1,"381284","ENSMUST00000138595.2",7885,"ENSMUSG00000084989","Crocc2","ciliary rootlet coiled-coil, rootletin family member 2"
"chr1",93236005,93236518,514,"*","AcH4K12_TSA_vs_Veh_peak_107",22,".",2.92205,5.66933,2.25624,"Promoter (<=1kb)",1,93235851,93284507,48657,1,"208777","ENSMUST00000172289.7",154,"ENSMUSG00000047793","Sned1","sushi, nidogen and EGF-like domains 1"
"chr1",93342978,93343350,373,"*","AcH4K12_TSA_vs_Veh_peak_108",36,".",3.60331,7.50789,3.64573,"Promoter (<=1kb)",1,93317828,93343465,25638,2,"269224","ENSMUST00000139028.1",115,"ENSMUSG00000026274","Pask","PAS domain containing serine/threonine kinase"
"chr1",93511303,93511868,566,"*","AcH4K12_TSA_vs_Veh_peak_109",30,".",4.12562,6.67674,3.02139,"Promoter (<=1kb)",1,93512079,93621976,109898,1,"227377","ENSMUST00000120301.7",-211,"ENSMUSG00000034066","Farp2","FERM, RhoGEF and pleckstrin domain protein 2"
"chr1",93686242,93686640,399,"*","AcH4K12_TSA_vs_Veh_peak_110",30,".",3.20954,6.6915,3.02789,"Promoter (<=1kb)",1,93686263,93694070,7808,1,"51800","ENSMUST00000188394.1",0,"ENSMUSG00000026278","Bok","BCL2-related ovarian killer"
"chr1",95313758,95314351,594,"*","AcH4K12_TSA_vs_Veh_peak_111",24,".",2.7177,5.95838,2.48607,"Promoter (<=1kb)",1,95313628,95327945,14318,1,"67698","ENSMUST00000186780.1",130,"ENSMUSG00000051185","Fam174a","family with sequence similarity 174, member A"
"chr1",97660859,97661249,391,"*","AcH4K12_TSA_vs_Veh_peak_112",16,".",2.43381,4.767,1.60416,"Promoter (<=1kb)",1,97643903,97661676,17774,2,"52392","ENSMUST00000153115.7",427,"ENSMUSG00000044768","Macir","macrophage immunometabolism regulator"
"chr1",104768892,104769390,499,"*","AcH4K12_TSA_vs_Veh_peak_113",18,".",2.98709,5.13596,1.85927,"Promoter (<=1kb)",1,104768529,104995481,226953,1,"23836","ENSMUST00000062528.8",363,"ENSMUSG00000050840","Cdh20","cadherin 20"
"chr1",105663235,105663569,335,"*","AcH4K12_TSA_vs_Veh_peak_114",36,".",4.26481,7.55145,3.67302,"Promoter (<=1kb)",1,105552630,105663643,111014,2,"27392","ENSMUST00000187537.6",74,"ENSMUSG00000056536","Pign","phosphatidylinositol glycan anchor biosynthesis, class N"
"chr1",105663938,105664385,448,"*","AcH4K12_TSA_vs_Veh_peak_115",30,".",2.91034,6.77052,3.08388,"Promoter (<=1kb)",1,105663937,105665150,1214,1,"227446","ENSMUST00000191150.1",1,"ENSMUSG00000026319","Relch","RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing"
"chr1",105991141,105991964,824,"*","AcH4K12_TSA_vs_Veh_peak_116",27,".",3.08821,6.26972,2.70873,"Promoter (<=1kb)",1,105990689,106034067,43379,1,"227449","ENSMUST00000119166.7",452,"ENSMUSG00000038866","Zcchc2","zinc finger, CCHC domain containing 2"
"chr1",106172719,106173682,964,"*","AcH4K12_TSA_vs_Veh_peak_117",25,".",3.20404,6.09498,2.57512,"Promoter (<=1kb)",1,106171752,106394250,222499,1,"98432","ENSMUST00000061047.6",967,"ENSMUSG00000044340","Phlpp1","PH domain and leucine rich repeat protein phosphatase 1"
"chr1",106759097,106759507,411,"*","AcH4K12_TSA_vs_Veh_peak_118",62,".",4.79192,10.9437,6.27534,"Promoter (<=1kb)",1,106747500,106759699,12200,2,"70750","ENSMUST00000187319.1",192,"ENSMUSG00000009905","Kdsr","3-ketodihydrosphingosine reductase"
"chr1",111864515,111864867,353,"*","AcH4K12_TSA_vs_Veh_peak_119",28,".",3.07388,6.43469,2.84362,"Promoter (<=1kb)",1,111858702,111864768,6067,2,"319901","ENSMUST00000186365.1",0,"ENSMUSG00000038702","Dsel","dermatan sulfate epimerase-like"
"chr1",118459752,118460083,332,"*","AcH4K12_TSA_vs_Veh_peak_120",18,".",2.69699,5.18063,1.8943,"Promoter (<=1kb)",1,118459588,118497763,38176,1,"76707","ENSMUST00000203009.2",164,"ENSMUSG00000064302","Clasp1","CLIP associating protein 1"
"chr1",118482574,118482834,261,"*","AcH4K12_TSA_vs_Veh_peak_121",27,".",3.36813,6.35646,2.78289,"Promoter (<=1kb)",1,118482039,118607137,125099,1,"76707","ENSMUST00000191823.5",535,"ENSMUSG00000064302","Clasp1","CLIP associating protein 1"
"chr1",119420308,119420919,612,"*","AcH4K12_TSA_vs_Veh_peak_122",20,".",2.98125,5.34469,2.01786,"Promoter (1-2kb)",1,119415465,119422248,6784,2,"16324","ENSMUST00000038765.5",1329,"ENSMUSG00000037035","Inhbb","inhibin beta-B"
"chr1",119421480,119422147,668,"*","AcH4K12_TSA_vs_Veh_peak_123",25,".",3.18961,6.05424,2.54882,"Promoter (<=1kb)",1,119415465,119422248,6784,2,"16324","ENSMUST00000038765.5",101,"ENSMUSG00000037035","Inhbb","inhibin beta-B"
"chr1",119648347,119648791,445,"*","AcH4K12_TSA_vs_Veh_peak_124",17,".",3.09733,4.98442,1.75147,"Promoter (<=1kb)",1,119595074,119648617,53544,2,"226352","ENSMUST00000027632.13",0,"ENSMUSG00000026383","Epb41l5","erythrocyte membrane protein band 4.1 like 5"
"chr1",120341185,120341497,313,"*","AcH4K12_TSA_vs_Veh_peak_125",30,".",3.5299,6.69664,3.03439,"Promoter (<=1kb)",1,120340582,120343174,2593,1,"226359","ENSMUST00000037286.9",603,"ENSMUSG00000036907","C1ql2","complement component 1, q subcomponent-like 2"
"chr1",121431695,121432163,469,"*","AcH4K12_TSA_vs_Veh_peak_126",15,".",2.78533,4.65468,1.51437,"Promoter (<=1kb)",1,121431110,121501588,70479,1,"70829","ENSMUST00000112621.1",585,"ENSMUSG00000026339","Ccdc93","coiled-coil domain containing 93"
"chr1",127205216,127205520,305,"*","AcH4K12_TSA_vs_Veh_peak_127",19,".",2.59781,5.26347,1.95564,"Promoter (<=1kb)",1,127205028,127398792,193765,1,"107895","ENSMUST00000190921.1",188,"ENSMUSG00000036155","Mgat5","mannoside acetylglucosaminyltransferase 5"
"chr1",127205851,127206641,791,"*","AcH4K12_TSA_vs_Veh_peak_128",41,".",3.92336,8.14272,4.13744,"Promoter (<=1kb)",1,127205028,127398792,193765,1,"107895","ENSMUST00000190921.1",823,"ENSMUSG00000036155","Mgat5","mannoside acetylglucosaminyltransferase 5"
"chr1",128359309,128359630,322,"*","AcH4K12_TSA_vs_Veh_peak_129",27,".",3.42164,6.32015,2.74427,"Promoter (<=1kb)",1,128331593,128359647,28055,2,"17219","ENSMUST00000190495.1",17,"ENSMUSG00000026355","Mcm6","minichromosome maintenance complex component 6"
"chr1",128591354,128591813,460,"*","AcH4K12_TSA_vs_Veh_peak_130",18,".",3.25303,5.15699,1.87951,"Promoter (<=1kb)",1,128588199,128592290,4092,2,"12767","ENSMUST00000052172.6",477,"ENSMUSG00000045382","Cxcr4","C-X-C motif chemokine receptor 4"
"chr1",130716794,130717165,372,"*","AcH4K12_TSA_vs_Veh_peak_131",11,".",2.36793,4.17783,1.18305,"Promoter (<=1kb)",1,130707580,130717238,9659,2,"18640","ENSMUST00000186777.1",73,"ENSMUSG00000026409","Pfkfb2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
"chr1",131096667,131097460,794,"*","AcH4K12_TSA_vs_Veh_peak_132",38,".",4.26495,7.78636,3.85072,"Promoter (<=1kb)",1,131053700,131097826,44127,2,"17164","ENSMUST00000016672.10",366,"ENSMUSG00000016528","Mapkapk2","MAP kinase-activated protein kinase 2"
"chr1",131867356,131867854,499,"*","AcH4K12_TSA_vs_Veh_peak_133",20,".",3.13775,5.38254,2.03693,"Promoter (<=1kb)",1,131867511,131872502,4992,1,"226422","ENSMUST00000125925.1",0,"ENSMUSG00000026433","Rab29","RAB29, member RAS oncogene family"
"chr1",132190864,132191186,323,"*","AcH4K12_TSA_vs_Veh_peak_134",23,".",3.47889,5.76692,2.33003,"Promoter (<=1kb)",1,132191431,132259227,67797,1,"213409","ENSMUST00000188169.6",-245,"ENSMUSG00000079330","Lemd1","LEM domain containing 1"
"chr1",132191401,132191928,528,"*","AcH4K12_TSA_vs_Veh_peak_135",19,".",3.30631,5.29914,1.98686,"Promoter (<=1kb)",1,132191431,132259227,67797,1,"213409","ENSMUST00000188169.6",0,"ENSMUSG00000079330","Lemd1","LEM domain containing 1"
"chr1",132316156,132316542,387,"*","AcH4K12_TSA_vs_Veh_peak_136",23,".",3.30688,5.85125,2.38867,"Promoter (<=1kb)",1,132316165,132317736,1572,1,"74137","ENSMUST00000128661.1",0,"ENSMUSG00000009772","Nuak2","NUAK family, SNF1-like kinase, 2"
"chr1",132767335,132767628,294,"*","AcH4K12_TSA_vs_Veh_peak_137",12,".",3.00022,4.35841,1.29966,"Distal Intergenic",1,132599835,132741797,141963,2,"269116","ENSMUST00000188307.1",-25538,"ENSMUSG00000026442","Nfasc","neurofascin"
"chr1",132893744,132894138,395,"*","AcH4K12_TSA_vs_Veh_peak_138",13,".",3.08897,4.44249,1.36951,"Intron (ENSMUST00000027706.3/16980, intron 1 of 1)",1,132880355,132937150,56796,1,"16980","ENSMUST00000159088.1",13389,"ENSMUSG00000026443","Lrrn2","leucine rich repeat protein 2, neuronal"
"chr1",133046119,133046553,435,"*","AcH4K12_TSA_vs_Veh_peak_139",36,".",3.42615,7.57122,3.6942,"Promoter (<=1kb)",1,133046012,133108687,62676,1,"240752","ENSMUST00000077730.6",107,"ENSMUSG00000026447","Pik3c2b","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta"
"chr1",133131424,133132228,805,"*","AcH4K12_TSA_vs_Veh_peak_140",18,".",2.8083,5.13537,1.86146,"Promoter (<=1kb)",1,133131344,133139783,8440,1,"108954","ENSMUST00000122956.1",80,"ENSMUSG00000046062","Ppp1r15b","protein phosphatase 1, regulatory subunit 15B"
"chr1",133132490,133132807,318,"*","AcH4K12_TSA_vs_Veh_peak_141",11,".",2.88669,4.09767,1.12896,"Promoter (1-2kb)",1,133131344,133139783,8440,1,"108954","ENSMUST00000122956.1",1146,"ENSMUSG00000046062","Ppp1r15b","protein phosphatase 1, regulatory subunit 15B"
"chr1",133164022,133164393,372,"*","AcH4K12_TSA_vs_Veh_peak_142",31,".",3.73759,6.8572,3.14665,"Promoter (<=1kb)",1,133164210,133272280,108071,1,"240753","ENSMUST00000212252.1",0,"ENSMUSG00000041757","Plekha6","pleckstrin homology domain containing, family A member 6"
"chr1",133363665,133364385,721,"*","AcH4K12_TSA_vs_Veh_peak_143",48,".",3.69173,9.0598,4.81952,"Promoter (<=1kb)",1,133363576,133375050,11475,1,"214253","ENSMUST00000147909.7",89,"ENSMUSG00000070644","Etnk2","ethanolamine kinase 2"
"chr1",133609734,133610189,456,"*","AcH4K12_TSA_vs_Veh_peak_144",15,".",3.0475,4.71505,1.55738,"Promoter (<=1kb)",1,133603896,133610047,6152,2,"20643","ENSMUST00000172079.1",0,"ENSMUSG00000090553","Snrpe","small nuclear ribonucleoprotein E"
"chr1",134218688,134218975,288,"*","AcH4K12_TSA_vs_Veh_peak_145",22,".",3.35007,5.60125,2.20292,"Intron (ENSMUST00000169927.1/11539, intron 1 of 2)",1,134199223,134234578,35356,2,"11539","ENSMUST00000169927.1",15603,"ENSMUSG00000042429","Adora1","adenosine A1 receptor"
"chr1",134344204,134344580,377,"*","AcH4K12_TSA_vs_Veh_peak_146",35,".",3.5595,7.38572,3.54641,"Distal Intergenic",1,134347910,134350305,2396,2,"57439","ENSMUST00000189572.1",5725,"ENSMUSG00000042305","Tmem183a","transmembrane protein 183A"
"chr1",134405863,134406150,288,"*","AcH4K12_TSA_vs_Veh_peak_147",17,".",3.20994,4.96041,1.73394,"Promoter (<=1kb)",1,134405995,134407602,1608,1,"72017","ENSMUST00000174315.7",0,"ENSMUSG00000026456","Cyb5r1","cytochrome b5 reductase 1"
"chr1",134513557,134513954,398,"*","AcH4K12_TSA_vs_Veh_peak_148",13,".",2.91725,4.43886,1.36314,"Distal Intergenic",1,134494648,134508774,14127,1,"98710","ENSMUST00000047978.8",18909,"ENSMUSG00000042229","Rabif","RAB interacting factor"
"chr1",134519063,134519412,350,"*","AcH4K12_TSA_vs_Veh_peak_149",11,".",3.24591,4.10271,1.13091,"Distal Intergenic",1,134494648,134508774,14127,1,"98710","ENSMUST00000047978.8",24415,"ENSMUSG00000042229","Rabif","RAB interacting factor"
"chr1",134556528,134556813,286,"*","AcH4K12_TSA_vs_Veh_peak_150",18,".",2.5688,5.18738,1.89703,"Distal Intergenic",1,134560171,134635285,75115,1,"75605","ENSMUST00000047714.13",-3358,"ENSMUSG00000042207","Kdm5b","lysine demethylase 5B"
"chr1",134709237,134709958,722,"*","AcH4K12_TSA_vs_Veh_peak_151",15,".",3.39894,4.74385,1.57784,"Promoter (<=1kb)",1,134709300,134753149,43850,1,"20980","ENSMUST00000121990.1",0,"ENSMUSG00000026452","Syt2","synaptotagmin II"
"chr1",134955541,134955863,323,"*","AcH4K12_TSA_vs_Veh_peak_152",28,".",3.50534,6.5237,2.89336,"Promoter (<=1kb)",1,134759969,134955851,195883,2,"329251","ENSMUST00000168381.7",0,"ENSMUSG00000073557","Ppp1r12b","protein phosphatase 1, regulatory subunit 12B"
"chr1",135687733,135688053,321,"*","AcH4K12_TSA_vs_Veh_peak_153",33,".",3.55858,7.12083,3.34167,"Promoter (<=1kb)",1,135438848,135688105,249258,2,"215690","ENSMUST00000190298.7",52,"ENSMUSG00000009418","Nav1","neuron navigator 1"
"chr1",136018088,136018688,601,"*","AcH4K12_TSA_vs_Veh_peak_154",24,".",3.33144,5.9622,2.48467,"Promoter (<=1kb)",1,136018062,136034292,16231,1,"66241","ENSMUST00000117950.1",26,"ENSMUSG00000026411","Tmem9","transmembrane protein 9"
"chr1",136167260,136167736,477,"*","AcH4K12_TSA_vs_Veh_peak_155",12,".",3.01396,4.26518,1.24321,"Promoter (1-2kb)",1,136169314,136172299,2986,1,"16565","ENSMUST00000165333.1",-1578,"ENSMUSG00000041642","Kif21b","kinesin family member 21B"
"chr1",136345193,136345618,426,"*","AcH4K12_TSA_vs_Veh_peak_156",18,".",2.8768,5.17355,1.88845,"Promoter (<=1kb)",1,136269160,136345698,76539,2,"67886","ENSMUST00000192001.5",80,"ENSMUSG00000041570","Camsap2","calmodulin regulated spectrin-associated protein family, member 2"
"chr1",143739969,143740253,285,"*","AcH4K12_TSA_vs_Veh_peak_157",47,".",4.96472,9.00529,4.77872,"Promoter (<=1kb)",1,143740375,143749676,9302,1,"69367","ENSMUST00000129653.2",-122,"ENSMUSG00000018196","Glrx2","glutaredoxin 2"
"chr1",143777513,143778029,517,"*","AcH4K12_TSA_vs_Veh_peak_158",38,".",3.61598,7.78524,3.85448,"Promoter (<=1kb)",1,143777321,143799990,22670,1,"56207","ENSMUST00000185493.6",192,"ENSMUSG00000018189","Uchl5","ubiquitin carboxyl-terminal esterase L5"
"chr1",150993174,150993434,261,"*","AcH4K12_TSA_vs_Veh_peak_159",30,".",4.15346,6.80307,3.09691,"Promoter (<=1kb)",1,150873748,150993435,119688,2,"545370","ENSMUST00000155715.1",1,"ENSMUSG00000066842","Hmcn1","hemicentin 1"
"chr1",151755488,151755819,332,"*","AcH4K12_TSA_vs_Veh_peak_160",15,".",2.28868,4.72129,1.56466,"Promoter (<=1kb)",1,151755460,151818979,63520,1,"66967","ENSMUST00000191070.1",28,"ENSMUSG00000043019","Edem3","ER degradation enhancer, mannosidase alpha-like 3"
"chr1",152399890,152400586,697,"*","AcH4K12_TSA_vs_Veh_peak_161",24,".",2.80203,5.9242,2.4431,"Promoter (<=1kb)",1,152399830,152510695,110866,1,"269132","ENSMUST00000044311.8",60,"ENSMUSG00000032649","Colgalt2","collagen beta(1-O)galactosyltransferase 2"
"chr1",152765927,152766187,261,"*","AcH4K12_TSA_vs_Veh_peak_162",31,".",3.51723,6.92896,3.1979,"Promoter (<=1kb)",1,152516760,152766305,249546,2,"19731","ENSMUST00000111859.7",118,"ENSMUSG00000026482","Rgl1","ral guanine nucleotide dissociation stimulator,-like 1"
"chr1",152902161,152902529,369,"*","AcH4K12_TSA_vs_Veh_peak_163",16,".",2.82716,4.86279,1.66432,"Promoter (<=1kb)",1,152836995,152902622,65628,2,"226517","ENSMUST00000073441.12",93,"ENSMUSG00000042772","Smg7","SMG7 nonsense mediated mRNA decay factor"
"chr1",152955780,152956349,570,"*","AcH4K12_TSA_vs_Veh_peak_164",21,".",3.61721,5.46731,2.10824,"Promoter (<=1kb)",1,152955274,153076939,121666,1,"226518","ENSMUST00000185241.1",506,"ENSMUSG00000042751","Nmnat2","nicotinamide nucleotide adenylyltransferase 2"
"chr1",155158810,155159275,466,"*","AcH4K12_TSA_vs_Veh_peak_165",20,".",2.66777,5.39162,2.04329,"Promoter (<=1kb)",1,155158799,155177959,19161,1,"58244","ENSMUST00000191769.1",11,"ENSMUSG00000026470","Stx6","syntaxin 6"
"chr1",155166689,155167063,375,"*","AcH4K12_TSA_vs_Veh_peak_166",17,".",3.15464,5.00382,1.7649,"Intron (ENSMUST00000027743.12/58244, intron 1 of 7)",1,155158799,155177959,19161,1,"58244","ENSMUST00000191769.1",7890,"ENSMUSG00000026470","Stx6","syntaxin 6"
"chr1",155212084,155212419,336,"*","AcH4K12_TSA_vs_Veh_peak_167",16,".",2.9489,4.7815,1.60526,"Distal Intergenic",1,155218271,155225174,6904,2,"207792","ENSMUST00000186551.1",12755,"ENSMUSG00000033722","BC034090","cDNA sequence BC034090"
"chr1",155232301,155232614,314,"*","AcH4K12_TSA_vs_Veh_peak_168",20,".",2.9816,5.3794,2.05246,"Promoter (<=1kb)",1,155212473,155232740,20268,2,"207792","ENSMUST00000035914.4",126,"ENSMUSG00000033722","BC034090","cDNA sequence BC034090"
"chr1",155416730,155417040,311,"*","AcH4K12_TSA_vs_Veh_peak_169",26,".",3.17641,6.16022,2.61919,"Promoter (<=1kb)",1,155275701,155417329,141629,2,"19775","ENSMUST00000027741.11",289,"ENSMUSG00000026469","Xpr1","xenotropic and polytropic retrovirus receptor 1"
"chr1",155558385,155558791,407,"*","AcH4K12_TSA_vs_Veh_peak_170",12,".",2.26872,4.34302,1.29667,"Promoter (<=1kb)",1,155558126,155587798,29673,1,"72482","ENSMUST00000097529.4",259,"ENSMUSG00000033701","Acbd6","acyl-Coenzyme A binding domain containing 6"
"chr1",155813121,155813393,273,"*","AcH4K12_TSA_vs_Veh_peak_171",18,".",2.4802,5.05343,1.8088,"Promoter (<=1kb)",1,155778158,155812889,34732,2,"104009","ENSMUST00000035325.14",-232,"ENSMUSG00000033684","Qsox1","quiescin Q6 sulfhydryl oxidase 1"
"chr1",156035472,156035910,439,"*","AcH4K12_TSA_vs_Veh_peak_172",20,".",3.00731,5.38986,2.04574,"Promoter (<=1kb)",1,156035726,156053529,17804,1,"240832","ENSMUST00000111754.8",0,"ENSMUSG00000050565","Tor1aip2","torsin A interacting protein 2"
"chr1",157411970,157412501,532,"*","AcH4K12_TSA_vs_Veh_peak_173",17,".",2.8385,4.97856,1.74894,"Promoter (<=1kb)",1,157412352,157420236,7885,1,"69953","ENSMUST00000061537.11",0,"ENSMUSG00000121798","2810025M15Rik","RIKEN cDNA 2810025M15 gene"
"chr1",160791967,160792474,508,"*","AcH4K12_TSA_vs_Veh_peak_174",20,".",2.8799,5.38919,2.05578,"Promoter (<=1kb)",1,160672451,160792938,120488,2,"29809","ENSMUST00000195442.5",464,"ENSMUSG00000026721","Rabgap1l","RAB GTPase activating protein 1-like"
"chr1",160906485,160906816,332,"*","AcH4K12_TSA_vs_Veh_peak_175",36,".",3.34686,7.50318,3.64031,"Promoter (<=1kb)",1,160906418,160974978,68561,1,"381305","ENSMUST00000161609.7",67,"ENSMUSG00000040423","Rc3h1","RING CCCH (C3H) domains 1"
"chr1",161034189,161034766,578,"*","AcH4K12_TSA_vs_Veh_peak_176",29,".",3.35312,6.59022,2.94038,"Promoter (<=1kb)",1,161034422,161037531,3110,1,"14455","ENSMUST00000160152.7",0,"ENSMUSG00000053332","Gas5","growth arrest specific 5"
"chr1",162739711,162740415,705,"*","AcH4K12_TSA_vs_Veh_peak_177",31,".",3.10833,6.86622,3.16848,"Promoter (<=1kb)",1,162710367,162740404,30038,2,"226562","ENSMUST00000183011.7",0,"ENSMUSG00000040225","Prrc2c","proline-rich coiled-coil 2C"
"chr1",164249177,164249635,459,"*","AcH4K12_TSA_vs_Veh_peak_178",25,".",3.27025,5.99919,2.50161,"Promoter (<=1kb)",1,164249253,164263518,14266,1,"116914","ENSMUST00000169394.1",0,"ENSMUSG00000040918","Slc19a2","solute carrier family 19 (thiamine transporter), member 2"
"chr1",165281331,165281610,280,"*","AcH4K12_TSA_vs_Veh_peak_179",11,".",3.06481,4.19136,1.19347,"Distal Intergenic",1,165295789,165321797,26009,1,"240888","ENSMUST00000178700.7",-14179,"ENSMUSG00000040836","Gpr161","G protein-coupled receptor 161"
"chr1",167001479,167001980,502,"*","AcH4K12_TSA_vs_Veh_peak_180",13,".",2.80006,4.47295,1.38319,"Promoter (<=1kb)",1,167001580,167088724,87145,1,"226610","ENSMUST00000122929.1",0,"ENSMUSG00000060568","Fam78b","family with sequence similarity 78, member B"
"chr1",167284278,167284951,674,"*","AcH4K12_TSA_vs_Veh_peak_181",18,".",2.75874,5.04681,1.80212,"Promoter (<=1kb)",1,167225841,167284884,59044,2,"80914","ENSMUST00000192702.5",0,"ENSMUSG00000026558","Uck2","uridine-cytidine kinase 2"
"chr1",170589126,170589725,600,"*","AcH4K12_TSA_vs_Veh_peak_182",52,".",4.27121,9.60483,5.24043,"Promoter (<=1kb)",1,170327613,170589297,261685,2,"70729","ENSMUST00000161485.1",0,"ENSMUSG00000038473","Nos1ap","nitric oxide synthase 1 (neuronal) adaptor protein"
